,Session_Duration,Daily_Active_Time,Login_Frequency,Level_Progression,In_Game_Currency_Earned,In_Game_Currency_Spent,Achievement_Unlocks,Social_Interactions,Friends_Added,Guild_Participation,Purchase_History,Game_Mode_Preferences,Event_Participation,Item_Usage,Time_of_Purchase,Retention_Rate,Churn_Rate,Referral_Activity,Customization_Preferences,Ad_Engagement,Device_Type,Geographic_Location,Demographic_Age,Demographic_Gender,In_Game_Purchases,Favorite_Items,Discount_Utilization,Promotion_Response,Quest_Completion_Rate,Battle_Participation,Leaderboard_Position,Player_Engagement_Level,Purchase_Likelihood
4273,46.92,2.16,15,7,895,590,6,41,6,2,4,1,3,7,1,30,0.09,0,9,1,2,193,56,0,11.41,3,9,9,0.88,8,79.11,1,1
4274,37.58,2.03,19,9,775,189,9,9,8,4,3,1,2,4,1,29,0.09,1,1,1,0,187,45,1,98.04,3,3,1,0.71,1,48.88,1,1
4275,34.06,2.81,17,1,266,475,3,10,2,2,3,0,0,15,3,3,0.01,4,4,0,2,214,54,1,59.12,1,6,7,0.69,17,28.31,0,1
4276,28.79,2.2,10,14,440,590,6,21,8,4,2,1,4,14,0,28,0.07,0,9,2,3,131,38,0,60.11,3,3,1,0.52,5,50.36,0,1
4277,66.94,1.94,13,10,936,713,6,45,2,0,2,1,2,5,1,17,0.02,2,3,1,0,185,47,0,60.22,0,9,5,0.89,18,43.07,0,1
4278,49.59,2.05,14,11,568,456,4,18,5,2,2,1,3,4,1,5,0.03,0,6,8,2,22,41,1,69.69,1,1,2,0.67,5,92.94,0,1
4279,39.82,1.54,8,9,840,504,1,6,7,2,3,1,2,0,0,24,0.02,4,8,2,2,195,56,1,86.58,1,3,9,0.73,10,69.59,0,1
4280,61.45,2.0,19,5,797,430,7,29,8,0,4,1,3,12,0,28,0.0,0,0,4,2,145,55,0,28.34,2,0,5,0.98,3,87.02,0,1
4281,34.81,2.79,20,8,778,765,7,8,5,2,0,0,4,6,2,27,0.08,1,3,6,0,133,23,1,43.16,0,2,6,0.68,8,46.75,1,0
4282,50.75,1.54,17,12,154,570,7,29,9,0,3,1,3,0,0,11,0.1,2,6,2,3,139,35,0,48.14,2,6,6,0.88,9,7.37,0,1
4283,60.89,0.98,11,2,626,262,2,26,6,3,1,1,4,2,2,20,0.03,0,0,1,1,136,21,0,44.13,3,6,7,0.71,12,71.65,0,0
4284,51.27,1.65,12,11,266,169,4,24,9,1,4,1,0,1,2,3,0.1,1,0,7,0,58,39,1,59.89,0,8,3,0.63,6,3.83,0,1
4285,39.99,2.61,14,4,539,765,8,28,0,1,4,0,2,16,0,2,0.03,3,7,4,2,46,33,0,33.56,0,7,2,0.88,10,79.74,0,1
4286,40.49,1.94,10,3,619,559,4,22,4,4,3,1,2,18,0,3,0.1,0,8,0,0,240,29,0,17.86,3,1,2,0.82,15,62.81,0,1
4287,50.88,1.87,14,11,934,295,7,19,8,4,0,0,2,11,2,1,0.02,2,5,3,1,126,59,0,74.99,3,8,7,0.56,11,35.78,0,1
4288,56.77,2.56,13,12,899,136,2,2,5,2,2,1,0,12,1,4,0.09,4,9,4,0,147,45,0,62.1,1,4,3,0.85,13,39.06,0,1
4289,46.27,2.16,19,7,435,280,5,15,8,0,3,1,0,10,3,7,0.01,0,6,3,2,235,45,0,19.25,3,4,6,0.6,6,57.49,0,1
4290,71.41,1.41,15,8,979,758,9,28,3,3,0,0,2,16,3,13,0.04,0,7,0,0,190,58,1,95.88,0,2,9,0.69,17,33.22,0,1
4291,22.99,2.54,11,1,150,797,8,15,1,0,0,1,2,0,3,10,0.02,1,3,1,2,225,34,0,0.51,1,7,7,0.76,9,77.29,0,0
4292,25.69,2.12,14,8,896,386,6,49,4,3,4,1,2,18,0,13,0.02,0,3,7,0,185,43,1,93.28,2,6,3,0.85,1,81.72,0,1
4293,43.41,1.49,17,12,858,622,9,21,1,2,1,0,3,12,3,4,0.09,3,2,5,0,183,25,0,31.62,0,7,4,0.51,14,71.4,0,0
4294,41.6,1.81,9,7,522,269,9,15,4,2,4,1,3,11,3,11,0.02,1,7,8,2,145,20,1,91.85,1,9,9,0.64,16,11.01,0,1
4295,58.1,2.57,16,3,386,256,0,29,8,2,4,0,4,4,1,11,0.02,0,8,1,2,120,56,1,96.9,0,1,8,0.76,15,48.27,0,1
4296,48.17,2.96,19,6,558,435,6,39,8,3,1,1,1,10,0,12,0.08,4,9,7,3,199,39,0,24.01,0,6,7,0.69,9,18.2,0,0
4297,35.16,3.11,16,14,732,77,5,47,2,1,1,1,4,0,1,26,0.06,1,7,3,0,36,27,1,19.72,3,6,9,0.85,12,91.16,1,0
4298,54.46,2.01,17,7,424,244,7,12,5,0,0,0,0,8,0,29,0.05,1,7,2,2,47,34,0,8.36,0,0,5,0.82,14,41.25,1,0
4299,41.8,2.48,17,11,622,178,2,4,0,1,1,0,0,10,2,15,0.01,2,6,2,3,81,22,0,50.52,3,0,1,0.77,17,47.73,0,1
4300,28.09,2.15,17,1,987,490,1,41,4,2,2,0,3,13,2,24,0.07,1,4,0,1,223,32,1,54.61,1,2,4,0.87,0,41.47,0,1
4301,43.3,2.35,13,5,578,661,3,40,6,2,4,0,0,13,1,14,0.04,2,2,7,1,200,58,1,96.81,3,1,1,0.78,13,42.8,0,1
4302,53.87,2.49,11,3,769,68,1,42,8,4,1,0,0,17,1,8,0.06,2,4,9,2,91,27,1,94.99,2,0,5,0.88,5,70.18,0,1
4303,53.36,1.39,11,7,397,117,3,3,6,0,2,0,1,19,2,7,0.04,0,5,3,2,136,33,0,54.44,1,3,5,0.65,7,93.26,0,1
4304,51.37,1.62,13,12,485,356,5,27,7,1,1,0,1,1,3,30,0.08,1,6,3,3,133,58,1,63.53,2,9,1,0.98,2,46.28,0,1
4305,43.92,1.49,19,8,168,332,0,5,6,3,2,0,4,3,2,15,0.09,0,3,4,3,100,56,0,73.87,0,9,8,0.88,19,31.01,0,1
4306,45.91,2.38,12,11,187,733,9,33,3,3,1,0,3,1,2,26,0.08,1,0,9,0,135,24,1,33.04,3,9,0,0.89,7,56.05,1,0
4307,46.97,2.14,12,10,189,664,3,19,2,3,3,1,0,10,0,20,0.05,3,6,3,1,99,31,1,97.79,3,1,1,0.68,17,86.18,0,1
4308,57.3,1.7,7,10,197,539,8,14,6,0,3,0,4,11,0,6,0.04,0,2,5,2,51,46,0,3.35,3,8,6,0.97,13,93.4,0,1
4309,53.41,2.02,12,12,579,723,1,49,8,4,0,1,3,17,3,8,0.1,4,2,9,3,228,37,0,73.82,2,0,0,0.71,7,25.51,0,1
4310,43.78,2.42,19,1,755,103,6,31,5,4,0,1,1,1,0,6,0.04,0,1,8,3,209,50,1,21.23,1,2,2,0.92,11,64.13,0,0
4311,48.41,1.43,20,12,436,298,8,6,0,4,2,1,1,5,0,13,0.04,2,2,4,3,147,35,1,64.4,3,6,7,0.82,17,26.18,0,1
4312,49.22,1.3,15,2,622,222,9,9,0,1,2,0,3,12,1,7,0.08,1,9,2,2,234,32,1,53.63,2,0,0,0.73,9,3.34,0,1
4313,69.18,1.63,11,14,775,151,0,14,5,2,3,1,1,13,2,5,0.04,0,2,7,0,209,40,1,9.55,0,7,2,0.61,7,26.38,0,1
4314,62.73,1.53,11,8,874,87,2,17,6,0,4,1,1,13,3,30,0.05,0,4,6,0,157,23,1,10.78,0,3,3,0.87,16,3.45,0,1
4315,47.5,2.51,12,10,594,577,1,35,0,1,3,1,3,0,0,19,0.05,3,1,8,3,205,18,0,93.2,2,1,0,0.92,9,12.53,0,1
4316,33.84,2.24,7,6,333,184,4,7,3,1,0,1,3,7,2,5,0.06,4,6,9,2,84,25,0,7.63,1,8,3,0.86,3,23.73,0,0
4317,48.96,2.27,10,2,138,226,4,22,7,1,3,1,3,7,1,10,0.07,4,7,3,1,87,29,1,79.23,0,1,9,0.61,4,76.25,0,1
4318,46.68,1.8,15,14,782,694,4,46,5,0,0,1,0,8,2,29,0.05,3,0,9,3,72,39,0,1.57,0,5,1,0.73,14,91.3,0,0
4319,51.82,2.14,20,11,432,363,6,1,1,3,1,0,1,3,3,16,0.01,0,9,7,2,90,45,1,9.25,0,6,6,0.98,7,13.29,0,0
4320,35.06,1.48,11,11,967,764,6,32,8,4,3,1,4,4,1,4,0.07,1,7,4,2,193,53,1,31.85,1,0,3,0.67,5,34.14,0,1
4321,40.19,2.38,8,10,511,298,0,31,8,0,3,0,4,14,2,1,0.09,0,2,9,2,65,53,0,2.63,0,6,8,0.69,7,56.78,0,1
4322,36.97,1.51,14,4,516,97,4,34,8,0,2,0,0,5,2,15,0.01,1,1,6,0,60,20,1,44.89,1,5,0,0.51,18,76.72,0,0
4323,40.26,2.26,20,1,404,450,5,19,3,1,4,1,0,8,0,2,0.03,2,6,9,1,207,28,1,98.41,1,7,0,0.77,8,2.41,0,1
4324,22.06,1.62,14,7,730,469,1,31,6,3,0,1,2,12,1,9,0.07,3,8,4,3,22,53,0,35.22,1,0,9,0.52,7,92.72,0,0
4325,54.14,2.59,7,14,942,753,7,4,9,1,2,0,2,13,0,9,0.03,0,0,0,2,88,40,0,54.33,0,0,0,0.57,15,43.21,0,1
4326,62.47,1.18,9,9,447,654,2,35,8,1,4,1,3,8,3,28,0.09,0,3,4,2,63,45,1,90.11,1,2,6,0.84,3,45.26,0,1
4327,39.76,2.41,13,8,196,605,0,6,3,4,4,1,3,12,3,2,0.04,3,4,4,0,24,36,1,3.46,3,4,8,0.92,10,92.91,0,1
4328,49.34,2.45,11,2,675,660,3,19,9,2,0,1,1,8,3,5,0.01,4,0,5,2,51,42,1,86.47,0,2,4,0.75,7,67.27,0,1
4329,38.36,3.23,9,14,159,320,2,10,7,3,3,1,4,3,2,12,0.02,4,0,4,3,130,21,1,6.4,1,4,2,0.92,8,0.59,0,1
4330,41.56,2.72,7,1,232,275,9,0,4,3,4,0,4,2,1,11,0.03,0,6,8,0,107,59,1,29.89,0,3,1,0.83,7,64.34,0,1
4331,53.65,1.72,13,13,376,234,7,29,1,4,4,1,0,11,3,5,0.09,3,3,3,1,91,18,1,97.22,0,7,7,0.89,15,90.5,0,1
4332,55.16,3.36,11,7,782,615,9,18,7,0,4,0,0,18,1,9,0.05,1,4,1,1,42,45,1,43.93,3,6,8,0.78,7,61.84,0,1
4333,37.62,1.66,15,9,761,700,1,29,4,1,1,1,4,8,3,25,0.08,2,9,7,2,33,42,1,16.75,1,5,8,0.99,14,30.38,0,0
4334,40.95,2.6,7,12,672,291,7,34,3,3,1,0,4,3,2,11,0.0,3,5,7,3,26,58,1,66.1,2,3,7,0.91,17,30.68,0,1
4335,76.16,1.54,14,12,472,239,8,27,1,4,3,0,0,3,3,25,0.03,0,5,0,3,147,23,1,55.62,3,7,5,0.54,14,66.07,0,1
4336,58.25,2.41,13,7,876,568,1,13,9,3,2,0,4,2,2,20,0.07,3,7,9,3,52,32,0,67.61,1,5,9,0.92,1,58.11,0,1
4337,46.7,2.04,20,10,313,178,4,34,9,1,4,0,1,5,1,1,0.06,0,8,7,0,221,50,1,9.03,3,2,8,0.9,7,68.91,0,1
4338,60.49,1.04,11,6,895,684,7,11,9,4,3,0,0,18,1,26,0.03,2,8,3,2,152,59,0,14.25,2,2,4,0.7,11,48.18,0,1
4339,41.29,1.39,8,13,241,438,9,2,1,3,0,0,0,4,1,2,0.03,3,8,0,2,24,32,1,74.5,1,9,6,0.88,12,82.78,0,1
4340,64.97,2.85,13,10,524,60,4,33,2,0,3,1,4,7,0,18,0.04,3,6,8,2,186,36,1,0.26,3,7,9,0.74,9,17.82,0,1
4341,56.07,1.99,17,3,757,225,8,11,1,2,4,0,3,18,2,16,0.1,1,8,8,1,10,22,1,74.56,3,4,5,0.77,15,90.0,0,1
4342,31.07,1.96,17,6,540,141,9,3,2,0,4,0,1,1,1,9,0.04,2,3,4,0,65,54,0,29.34,0,7,9,0.5,14,25.43,0,1
4343,58.77,0.63,17,9,988,458,5,31,9,2,0,0,2,17,2,7,0.01,4,2,6,0,229,29,0,64.85,2,5,8,0.62,10,15.92,0,1
4344,37.36,2.27,15,2,835,281,7,6,7,0,2,0,1,6,0,25,0.09,4,0,3,0,63,32,0,5.09,3,6,8,0.97,6,7.03,0,0
4345,51.88,1.81,8,9,997,182,5,20,8,1,0,0,1,11,2,16,0.08,3,0,1,0,210,42,1,84.57,2,3,3,0.5,17,22.57,0,1
4346,50.0,1.66,15,5,977,560,5,28,5,0,0,0,1,13,0,11,0.1,3,5,8,3,81,33,0,1.82,0,3,8,0.93,12,78.02,0,0
4347,49.49,2.44,12,12,594,319,6,13,5,1,3,0,1,5,0,3,0.08,0,6,7,2,41,39,0,59.52,2,0,3,0.93,16,6.3,0,1
4348,44.14,1.11,16,8,867,667,7,45,1,1,3,0,4,7,0,13,0.07,0,7,5,3,58,47,1,76.6,3,6,8,0.55,7,27.96,0,1
4349,49.84,2.62,20,10,374,337,7,6,4,0,1,0,3,15,1,20,0.1,0,8,9,0,150,56,0,37.65,3,9,1,0.85,0,0.42,0,0
4350,60.37,2.41,18,13,880,394,5,15,3,3,3,0,1,17,0,30,0.08,4,8,7,2,87,48,0,42.84,0,8,3,0.6,16,41.19,1,1
4351,49.71,1.49,12,2,976,259,2,41,2,3,3,1,4,2,0,10,0.06,0,4,7,0,115,22,0,40.27,1,0,4,1.0,18,40.39,0,1
4352,44.94,2.96,17,10,448,348,4,26,6,4,4,1,4,10,3,4,0.03,1,2,9,2,140,56,0,18.52,0,7,5,0.65,0,78.31,0,1
4353,51.6,2.26,15,2,848,740,2,28,2,2,2,1,4,14,0,30,0.1,1,7,8,2,182,59,0,88.89,0,3,8,0.97,3,83.52,0,1
4354,50.93,1.7,12,8,781,529,7,41,2,1,2,1,1,17,0,18,0.01,4,7,3,3,40,57,1,42.44,3,3,3,0.96,6,37.86,0,0
4355,34.88,0.91,8,8,255,235,6,42,7,2,1,1,4,13,3,18,0.09,0,5,2,3,125,56,0,0.54,2,4,2,0.62,14,61.42,0,0
4356,50.72,1.64,20,13,195,783,7,42,8,3,1,1,1,19,2,16,0.05,1,2,7,3,229,26,1,91.48,3,2,7,0.69,12,95.05,0,1
4357,35.29,1.64,12,12,808,448,1,33,5,1,0,1,3,9,3,8,0.07,1,3,8,2,73,41,0,13.89,1,3,0,0.53,0,23.49,0,0
4358,42.58,2.21,19,1,404,272,5,39,2,2,3,0,4,4,3,16,0.05,4,7,5,2,50,38,0,33.41,2,5,9,0.5,5,87.88,0,1
4359,53.51,1.71,16,1,733,50,7,24,1,0,2,0,2,13,0,19,0.03,3,4,6,3,183,51,0,98.93,2,5,2,0.67,4,2.28,0,1
4360,46.19,2.82,18,8,875,690,4,28,4,2,3,0,2,9,3,7,0.07,4,3,1,0,127,46,0,47.04,2,7,1,0.77,14,97.69,0,1
4361,44.99,2.51,9,6,492,727,9,19,5,1,2,1,0,17,0,22,0.0,2,9,7,2,97,50,1,23.78,3,1,4,0.56,2,80.36,0,0
4362,50.7,3.4,18,1,291,558,9,9,6,3,0,1,1,7,0,2,0.01,4,1,4,2,38,27,0,61.89,0,4,9,0.61,2,72.52,0,1
4363,51.12,1.49,16,5,889,636,0,18,9,0,3,0,4,8,3,29,0.01,2,6,1,1,241,35,0,20.23,1,0,2,0.92,15,22.31,0,1
4364,42.33,1.96,20,5,993,252,0,23,9,4,1,0,1,6,1,18,0.07,1,5,9,0,141,31,1,72.51,2,2,6,0.6,7,78.83,0,1
4365,40.62,1.99,8,12,730,784,1,37,4,1,2,1,1,7,2,23,0.07,0,2,7,3,211,25,1,49.34,1,5,6,1.0,12,6.96,0,0
4366,35.87,1.28,16,4,391,430,0,29,1,4,4,1,3,5,3,29,0.09,0,8,3,2,152,39,0,36.65,2,6,9,0.91,18,81.51,0,1
4367,63.24,1.16,20,8,490,475,3,20,6,2,2,1,0,10,3,10,0.04,2,0,2,1,80,56,1,83.85,3,0,3,0.53,13,27.45,0,1
4368,43.39,2.14,9,8,697,238,7,42,2,4,1,0,2,19,2,21,0.09,4,7,9,3,191,37,0,64.95,0,0,3,0.96,6,79.15,0,1
4369,33.6,1.57,8,6,507,369,7,49,6,3,0,1,3,18,0,3,0.09,3,5,8,1,213,47,0,88.43,0,8,1,0.54,9,66.68,0,1
4370,38.79,1.91,18,4,900,110,1,33,3,4,1,0,0,8,2,6,0.08,0,7,9,3,188,46,0,19.28,2,3,8,0.71,11,86.66,0,0
4371,73.29,2.29,10,14,892,319,3,5,3,0,2,1,4,7,3,2,0.07,3,9,4,0,55,32,0,7.74,0,6,4,0.98,5,41.07,0,0
4372,52.24,2.27,9,14,537,244,6,16,8,1,3,1,4,14,1,23,0.01,2,6,5,2,61,27,0,20.3,3,7,0,0.9,9,25.53,0,1
4373,41.49,2.2,12,9,378,478,6,36,5,0,1,0,1,0,3,13,0.01,2,5,5,3,227,37,0,60.75,3,1,2,0.84,9,63.78,0,1
4374,35.84,2.03,19,13,985,238,8,40,5,4,3,0,3,14,3,10,0.09,0,4,6,1,17,55,0,71.11,0,6,5,0.51,9,6.73,0,1
4375,54.55,2.19,15,9,116,398,6,1,1,2,2,0,3,10,2,16,0.09,3,8,7,0,49,26,0,96.78,3,8,1,0.98,14,14.01,0,1
4376,49.16,2.3,9,3,599,433,6,0,7,1,4,1,3,10,3,5,0.06,3,1,5,3,187,29,0,37.86,1,9,4,0.65,14,46.36,0,1
4377,36.82,1.88,9,11,810,328,8,32,2,0,1,0,3,18,3,12,0.02,1,1,8,0,16,31,0,80.45,2,6,4,0.86,19,94.58,0,1
4378,47.43,2.15,20,3,139,227,7,25,5,2,4,1,4,10,0,9,0.08,2,2,0,1,226,37,0,86.16,1,9,3,0.6,11,44.01,0,1
4379,54.56,2.86,11,7,576,258,5,12,7,1,4,0,3,17,2,6,0.06,2,1,1,2,34,38,0,73.67,3,3,3,0.75,10,53.75,0,1
4380,46.81,2.68,10,9,165,443,5,5,0,0,2,1,2,19,2,22,0.06,4,1,6,1,233,42,1,47.92,1,4,9,0.77,0,78.37,0,0
4381,35.93,1.4,19,4,545,522,2,22,4,1,4,0,0,14,3,12,0.06,2,5,8,0,42,53,0,10.85,1,5,4,0.9,10,93.33,0,1
4382,30.36,2.3,8,14,549,600,0,49,0,3,1,0,3,0,3,24,0.05,1,3,7,0,45,52,0,14.29,2,1,0,0.52,4,59.02,0,0
4383,39.84,2.06,9,8,970,275,5,41,9,0,3,1,1,2,1,29,0.08,4,4,1,1,39,33,0,55.71,3,1,2,0.53,19,37.12,0,1
4384,45.81,1.87,7,6,480,714,6,37,7,0,4,1,4,6,0,16,0.09,4,2,3,2,225,45,0,12.86,3,5,4,0.58,9,21.53,0,1
4385,54.43,2.42,18,10,949,787,3,15,4,1,2,1,2,2,2,3,0.01,3,4,1,3,29,47,0,99.8,0,9,3,0.71,15,42.81,0,1
4386,42.72,2.66,14,12,826,397,6,20,8,2,0,0,0,18,0,24,0.04,4,7,4,3,20,19,0,9.34,2,8,1,0.64,1,6.47,1,0
4387,39.94,1.87,12,3,704,542,6,15,3,1,0,0,4,8,0,12,0.09,3,7,3,3,44,18,1,28.51,1,1,5,0.65,6,59.92,0,0
4388,22.22,2.28,10,8,385,122,9,44,6,2,3,0,2,6,0,22,0.02,4,2,7,2,72,30,0,11.91,2,1,1,0.59,5,86.39,0,1
4389,27.03,1.08,17,2,736,485,5,9,8,1,4,1,3,9,2,28,0.09,1,7,5,2,185,44,1,71.16,2,8,6,0.58,1,20.45,0,1
4390,50.14,1.91,9,12,519,497,9,1,8,2,1,0,0,8,2,17,0.01,3,8,6,2,112,29,1,80.34,1,4,8,0.98,3,11.38,0,1
4391,25.99,2.18,9,10,885,380,9,14,9,1,1,0,2,9,0,30,0.06,0,9,3,1,153,42,1,53.92,0,5,8,0.88,14,28.91,0,1
4392,45.06,2.08,18,5,634,396,1,12,1,1,1,1,2,14,0,19,0.01,3,0,9,1,186,41,1,51.72,3,8,7,0.75,8,94.75,0,1
4393,48.95,2.19,12,5,443,636,0,39,8,4,1,1,2,0,0,21,0.04,0,3,4,0,223,41,0,38.83,3,1,5,0.76,1,80.22,0,0
4394,55.97,1.72,16,2,258,269,0,15,4,0,4,1,2,14,2,1,0.06,1,5,5,3,5,34,0,63.41,2,5,2,0.55,1,84.71,0,1
4395,49.59,2.13,9,5,819,341,1,16,0,1,0,0,0,1,0,18,0.09,3,5,1,3,179,50,1,43.97,2,2,1,0.79,2,39.09,0,0
4396,36.56,2.24,7,13,767,332,0,48,7,2,2,1,4,12,1,28,0.02,2,1,3,2,185,32,1,4.15,3,5,5,0.63,2,80.05,0,0
4397,49.56,2.03,13,2,793,779,4,42,6,3,0,1,0,19,0,8,0.02,2,2,1,2,157,41,1,68.2,3,3,1,0.91,10,52.33,0,1
4398,43.24,2.35,13,2,926,570,2,22,6,2,1,0,1,13,1,13,0.05,1,2,2,0,14,28,0,69.07,2,5,6,0.6,13,21.06,0,1
4399,45.54,1.7,12,3,853,501,9,15,8,3,2,0,3,16,0,7,0.07,3,5,4,2,239,43,0,26.27,0,8,3,0.94,15,52.29,0,0
4400,30.49,2.25,12,9,997,713,7,40,2,3,2,0,4,14,0,9,0.1,2,5,7,1,237,43,0,87.68,3,0,2,0.59,14,87.99,0,1
4401,37.38,2.28,9,4,135,723,8,18,8,4,1,0,2,6,3,7,0.09,0,8,6,3,163,39,1,95.43,0,5,6,0.58,15,2.82,0,1
4402,64.01,2.32,13,5,171,611,1,26,5,1,1,0,2,19,1,24,0.03,3,8,2,2,39,22,0,4.13,0,2,5,0.72,17,21.83,0,0
4403,38.46,1.92,8,10,681,162,7,37,0,0,1,0,0,10,3,24,0.1,1,4,8,2,184,18,1,76.92,2,0,2,0.6,17,49.07,0,1
4404,49.22,2.8,7,3,304,580,8,46,6,0,2,1,2,1,3,3,0.09,1,6,1,0,214,56,0,15.69,1,9,7,0.5,3,20.47,0,0
4405,54.96,1.88,7,5,970,108,3,20,7,3,2,0,1,8,1,9,0.05,1,5,8,2,217,32,1,92.36,1,1,9,0.6,3,71.43,0,1
4406,43.3,1.59,16,9,383,556,9,40,4,2,0,1,4,16,1,18,0.03,0,6,2,2,214,54,1,18.24,0,3,4,0.76,15,12.06,0,0
4407,39.58,1.74,17,2,251,73,4,12,9,1,3,0,3,11,0,2,0.08,1,4,7,3,79,51,1,70.4,1,5,0,0.76,14,94.45,0,1
4408,7.17,2.08,8,10,305,607,5,24,8,1,2,0,3,13,0,23,0.0,3,4,3,0,95,41,0,62.04,2,4,2,0.77,18,24.92,0,1
4409,50.65,2.0,11,11,897,309,8,21,7,3,1,0,0,16,2,27,0.09,0,4,5,2,53,46,1,88.2,0,8,5,0.69,16,11.58,0,1
4410,46.46,2.2,13,9,658,574,6,47,8,4,4,0,1,9,1,20,0.03,4,5,7,3,27,58,1,41.78,3,2,7,1.0,6,21.27,0,1
4411,40.48,2.62,11,8,242,746,4,25,4,3,2,0,1,11,3,16,0.08,3,9,6,0,90,18,1,14.21,0,7,0,0.88,5,36.79,0,0
4412,41.86,2.36,9,5,488,567,1,11,0,2,0,0,1,14,2,6,0.07,1,2,4,3,158,21,1,26.24,3,5,9,0.89,18,10.5,0,0
4413,50.8,2.69,13,12,937,670,8,33,5,1,0,0,2,4,1,26,0.09,3,5,3,0,209,39,0,82.45,2,5,2,1.0,2,29.69,1,1
4414,47.92,2.46,18,1,834,476,6,16,9,1,1,0,3,14,0,26,0.04,0,4,8,1,152,30,0,57.91,0,7,5,0.6,1,72.72,0,1
4415,43.49,2.03,20,13,470,617,6,13,4,1,1,1,4,4,3,30,0.08,1,5,5,0,90,25,1,60.42,2,3,3,0.79,1,39.51,1,1
4416,52.08,1.89,20,12,613,772,3,48,3,1,0,1,3,12,3,20,0.1,1,1,1,3,43,42,0,19.14,3,8,7,0.62,15,98.6,0,0
4417,38.35,2.01,17,13,313,490,5,21,0,3,3,0,3,12,2,10,0.02,1,1,6,0,41,27,0,19.87,1,9,0,0.65,6,3.27,0,1
4418,49.83,2.18,8,8,994,476,6,10,8,4,4,0,3,10,0,16,0.07,3,0,3,1,107,33,0,44.22,1,0,0,0.98,6,8.5,0,1
4419,47.51,1.6,10,11,695,540,1,16,0,3,0,1,0,12,1,26,0.05,1,5,4,0,4,40,1,94.66,3,4,7,0.87,14,30.54,0,1
4420,47.92,1.52,20,7,270,759,9,19,2,0,0,0,4,10,3,2,0.06,0,6,3,1,181,49,1,37.69,0,3,7,0.51,9,20.11,0,0
4421,46.24,1.73,15,12,803,195,8,31,8,4,1,0,4,13,1,14,0.0,3,8,9,2,92,25,1,71.09,3,1,6,0.91,3,78.88,0,1
4422,33.03,1.87,7,14,743,267,5,23,6,2,0,0,1,1,3,8,0.01,0,1,3,2,180,20,0,16.3,0,7,6,0.64,17,23.56,0,0
4423,41.93,2.25,12,11,946,447,5,9,6,3,4,0,0,7,1,19,0.03,2,1,6,1,167,33,1,17.28,1,0,8,0.7,13,18.85,0,1
4424,47.71,1.78,8,4,434,777,3,20,2,3,0,1,2,19,0,28,0.08,1,6,4,0,59,59,1,26.29,1,1,0,0.82,17,22.76,0,0
4425,51.46,2.12,19,7,695,505,3,28,4,4,4,0,1,18,3,16,0.06,0,7,3,0,87,35,1,65.34,2,6,4,0.84,15,53.46,0,1
4426,42.99,2.52,19,13,119,694,6,25,6,0,4,1,0,4,3,5,0.06,4,4,8,2,143,24,1,15.63,0,1,3,0.68,1,22.81,0,1
4427,35.27,2.02,20,8,240,94,8,18,8,2,0,1,1,7,2,13,0.05,0,3,8,3,104,41,1,47.3,3,6,2,0.72,14,97.98,0,0
4428,63.51,1.96,11,6,766,133,4,35,5,1,0,1,4,14,0,16,0.03,2,9,3,2,230,29,1,75.07,0,7,0,0.75,12,67.08,0,1
4429,46.56,1.51,8,3,846,310,2,45,0,1,2,0,3,15,1,14,0.08,2,5,1,3,2,43,0,72.32,3,5,8,0.7,9,72.05,0,1
4430,53.11,2.23,13,3,907,705,0,3,9,4,2,1,2,1,1,18,0.02,3,8,9,3,49,32,1,87.77,3,1,4,0.7,17,15.54,0,1
4431,42.92,2.32,15,12,370,194,3,40,5,2,4,0,0,16,3,23,0.03,1,9,5,0,85,33,1,98.97,2,2,1,0.84,6,57.48,1,1
4432,26.03,1.94,12,3,820,775,7,5,0,4,4,0,1,13,1,27,0.07,4,8,8,1,115,41,1,96.91,3,9,2,0.59,0,62.13,0,1
4433,52.38,1.92,11,9,740,53,9,30,2,0,1,0,0,6,0,18,0.01,1,6,4,3,68,37,0,17.47,2,0,5,0.51,6,92.45,0,0
4434,41.12,1.82,14,3,286,263,8,31,2,1,4,0,0,15,0,21,0.09,1,0,8,0,128,29,1,63.97,3,4,8,0.51,0,85.81,0,1
4435,43.28,2.92,15,3,860,299,4,16,0,0,3,1,2,17,3,1,0.07,3,6,0,1,191,31,0,29.82,0,4,5,0.87,11,55.4,0,1
4436,55.15,2.43,18,14,943,652,5,6,3,2,0,1,1,11,3,25,0.06,3,7,2,3,144,39,1,29.31,1,3,5,0.82,0,89.94,1,0
4437,57.59,2.68,9,9,576,319,8,4,8,4,3,0,1,16,2,8,0.07,3,4,5,1,72,42,0,75.43,2,6,8,0.59,18,96.87,0,1
4438,56.8,2.1,9,13,529,712,4,19,6,1,2,0,1,4,2,10,0.02,2,7,0,0,121,45,1,26.33,3,4,9,0.78,9,80.79,0,0
4439,53.95,2.3,17,8,672,291,3,34,3,3,4,0,1,10,1,21,0.03,0,8,9,2,0,28,0,84.06,2,9,2,0.95,4,63.87,1,1
4440,48.6,2.29,7,7,262,167,2,28,3,0,2,0,1,3,1,6,0.01,2,0,9,1,77,49,0,0.25,1,0,8,0.61,3,70.66,0,0
4441,34.15,2.13,9,3,890,236,4,14,7,0,3,0,0,9,1,25,0.07,1,5,7,3,221,40,0,78.47,1,4,5,0.8,13,70.21,0,1
