,Daily_Active_Time,In_Game_Currency_Earned,Purchase_History,Time_of_Purchase,Churn_Rate,In_Game_Purchases,Discount_Utilization,Quest_Completion_Rate
2814,2.28,677,3,3,0.06,36.61,9,0.85
4719,2.87,302,0,2,0.02,7.79,6,0.76
1848,1.78,344,3,2,0.07,63.67,3,0.74
4858,1.86,481,4,0,0.01,87.77,0,0.64
3037,2.89,717,3,2,0.01,69.52,9,0.9
388,2.35,443,1,0,0.03,77.29,5,0.93
235,1.86,164,2,2,0.09,94.52,6,0.99
1077,2.66,805,0,2,0.09,12.1,5,0.83
1984,2.12,214,1,3,0.09,64.63,5,0.66
4363,1.49,889,3,3,0.01,20.23,0,0.92
3962,1.47,792,3,1,0.03,83.17,7,0.72
770,1.77,326,4,2,0.07,24.43,8,0.99
2165,1.79,731,2,1,0.09,48.3,9,0.72
4533,2.16,325,2,3,0.03,68.54,2,0.81
673,1.59,507,3,0,0.08,52.97,2,0.94
249,2.41,886,1,2,0.09,34.07,3,0.7
1574,2.87,452,3,0,0.08,57.84,5,0.73
3419,1.88,220,2,0,0.06,83.32,6,0.67
2081,1.89,924,4,2,0.05,45.46,6,0.53
1823,1.91,989,2,0,0.03,45.38,2,0.71
6447,2.4029342008895545,696,0,0,0.06445677104733387,26.07284432664448,7,0.8885883692682253
6665,1.6325403403849243,625,1,3,0.02820852280215366,16.774803527005986,4,0.699739346497308
4544,1.72,797,2,2,0.04,94.58,8,0.64
5565,2.1841998253332857,458,0,1,0.016621061824563917,31.810961507927935,6,0.6941404121637594
716,2.09,499,1,0,0.1,39.82,6,0.56
6216,2.0072498531695673,744,1,0,0.08483323544637816,11.709830454372653,1,0.6943124632923918
6504,2.050372700444133,742,2,2,0.0737732937777583,44.87242016713418,3,0.8302017800008766
2048,2.17,829,4,1,0.0,61.91,1,0.67
5997,1.693048371423258,857,0,0,0.0684190612986047,5.0648338135367315,5,0.8052761015590695
5264,1.6924353975198434,463,0,1,0.01882235146400224,2.2939573060289504,7,0.8499799748880381
4178,1.9,269,4,2,0.05,93.82,4,0.86
4809,2.09,306,2,3,0.1,63.32,2,0.88
2724,2.16,744,2,2,0.04,30.7,8,0.97
6299,2.4164252613583335,753,0,0,0.04,20.266607936070898,1,0.9057010454333343
1460,2.4,453,0,1,0.01,83.27,4,0.81
5989,2.0337156680379627,113,1,2,0.08374676113565684,8.19167728559335,4,0.5800155465488472
1668,1.5,136,3,0,0.02,39.44,5,0.58
2756,2.4,671,4,0,0.06,14.71,8,0.73
2000,1.84,846,2,1,0.05,23.12,7,0.5
4571,2.54,407,3,1,0.01,96.19,6,0.85
4613,1.81,217,4,0,0.07,99.65,2,0.86
404,2.19,282,1,3,0.04,56.52,7,0.56
384,1.52,682,1,3,0.04,81.32,5,0.5
6259,2.205921697088592,661,0,0,0.07413504506549176,17.67319737939272,2,0.8644726577292212
2152,2.44,256,1,2,0.02,18.74,8,0.94
1633,1.64,331,0,3,0.01,9.61,1,0.66
6386,2.3417998891595717,160,1,1,0.07624600332521286,40.78893549900126,7,0.8863099501218072
5580,2.622931275041653,150,1,1,0.03422414886552967,10.86636625455757,2,0.6037931909242373
4784,2.75,865,1,3,0.02,3.74,7,0.91
3925,1.58,199,4,0,0.08,56.61,7,0.76
5336,1.6272048637786811,939,0,0,0.05841615048947728,21.04761045646235,1,0.9515838495105227
4158,1.56,483,3,2,0.08,59.36,8,0.77
4948,2.61,733,1,2,0.02,12.19,4,0.88
5898,2.1142608345807554,259,0,0,0.03117787833427081,20.09163258030374,6,0.60933594770681
5358,1.4059083391740133,441,0,1,0.047590833917401335,27.695346545443932,5,0.601682494743388
223,1.79,626,0,2,0.07,92.18,6,0.6
2193,1.27,397,2,3,0.02,56.8,4,0.95
3136,3.11,413,0,2,0.0,45.12,6,0.98
4469,2.61,411,3,1,0.08,59.94,6,0.58
1824,2.08,772,3,2,0.01,26.19,4,1.0
6403,1.4703571995638922,516,2,0,0.025269424553752494,24.452556880446227,7,0.6853884910750498
5124,1.87,937,1,1,0.07680430832101953,10.531615885574446,0,0.7703590709503145
4972,2.47,181,3,0,0.06,62.42,2,0.52
797,2.11,938,3,2,0.09,62.66,6,0.84
2871,1.89,827,4,2,0.05,70.65,5,0.53
9,2.35,236,4,2,0.01,43.84,2,0.93
1944,1.76,649,2,1,0.02,24.33,9,0.91
1838,3.13,621,1,3,0.09,59.39,2,0.81
4804,2.19,524,2,0,0.0,80.99,0,0.8
255,1.31,582,4,3,0.02,14.28,7,0.69
5713,2.289467051837392,571,1,1,0.07,15.32890699883159,4,0.7658883459910802
4485,2.31,417,4,0,0.02,56.32,9,0.95
6281,1.729213834639932,661,0,0,0.09939956766750213,23.190562032247236,3,0.7178056203224723
1581,1.92,237,4,3,0.1,88.45,7,0.83
2956,2.7,523,3,0,0.03,58.69,2,0.54
924,1.86,537,1,0,0.04,55.63,4,0.8
6173,2.0324492561851195,923,1,0,0.07065241024164717,10.500801029922322,5,0.8687486411105287
2508,1.36,298,4,0,0.07,88.71,7,0.8
6132,2.216617246027605,812,0,1,0.043535397797045086,30.911900134800533,6,0.6935608384344867
5024,2.005176443985938,536,0,2,0.03,15.804578498853296,0,0.580705775943752
5320,2.104809286700369,294,1,0,0.0696185734007382,14.943173155421833,4,0.7794140420312418
6042,1.5049059211529907,369,1,1,0.05439108851978759,25.18352416570844,3,0.697066836101593
3775,2.01,230,3,2,0.06,68.0,7,0.95
4835,1.84,875,1,2,0.07,7.6,2,0.53
4136,2.34,815,2,0,0.05,70.71,6,0.86
4964,1.54,796,1,3,0.04,84.98,3,0.73
2779,1.79,710,4,1,0.05,17.8,9,0.8
539,2.03,553,0,1,0.06,78.58,7,0.61
2745,1.18,134,1,3,0.02,6.52,7,0.87
6266,2.088285390746021,545,0,1,0.04678962215469015,33.25968648012849,1,0.7748155667679648
6365,2.5334243957880385,337,1,1,0.09,16.00315757758165,9,0.8735519151882775
5467,2.136209208150541,746,1,0,0.011179916647425379,39.715230006926866,4,0.6723598332948507
1145,1.42,263,3,1,0.04,46.67,4,0.52
5127,2.759832802314957,850,2,1,0.06767944633191976,32.15781170247677,1,0.7530383389957593
4468,2.59,749,0,1,0.05,53.83,0,0.59
667,2.15,703,0,0,0.02,71.34,8,0.71
3019,2.86,698,4,1,0.04,43.32,7,0.99
357,2.06,130,1,2,0.05,52.64,9,0.93
5063,1.7466026744115029,578,2,0,0.052621368992153375,42.187189672817745,2,0.6573786310078467
2831,2.1,854,0,2,0.07,56.44,7,0.99
2783,2.29,848,0,1,0.09,38.34,1,0.81
1353,2.31,569,4,3,0.0,89.69,7,0.77
5131,1.726950935366563,629,1,1,0.04126380643028418,18.552961913132997,4,0.7741625966195603
470,2.34,489,3,2,0.1,20.04,8,0.51
2703,2.29,469,4,0,0.09,75.14,3,0.95
3330,2.22,842,3,0,0.03,83.96,5,0.87
3637,1.84,564,4,3,0.1,94.35,1,0.7
1396,1.99,369,3,2,0.04,49.91,4,0.94
3584,2.07,952,2,3,0.05,97.08,1,0.77
6253,1.963994220190182,551,0,2,0.07500722476227234,11.317583853693112,0,0.7310274540966348
5262,2.2297002060457007,494,1,0,0.05317367336601575,14.054062807032732,4,0.7249104070261733
5645,1.4598548459890683,917,1,0,0.08724064312306085,37.75584885929974,7,0.5402490398286312
3376,2.25,499,0,0,0.05,21.8,0,0.99
1256,1.65,192,4,1,0.04,1.05,0,0.6
6190,1.8177120904685944,408,0,0,0.06208074974816727,17.873520297405197,2,0.9438923336691103
3512,2.32,132,2,1,0.09,96.03,2,0.63
5651,1.4769833478325407,428,0,1,0.028257648082296992,31.42053775247659,0,0.7927525493607657
5778,2.1291423880052873,457,1,0,0.07645120189390202,32.80233075149242,5,0.7508576119947128
1250,2.77,832,0,0,0.09,37.76,5,0.69
5795,2.4531875543536033,451,0,1,0.043759461461575264,29.908990820390244,1,0.8665264920924107
5348,1.7658798795405664,428,1,1,0.028529476854195625,23.1563823702802,5,0.639411938277855
6698,2.1853994792045524,450,0,1,0.007830755877039809,31.4840375551635,2,0.6686769764918408
4298,2.01,424,0,0,0.05,8.36,0,0.82
3284,1.53,918,1,1,0.08,43.94,1,0.75
2933,1.41,405,3,3,0.01,70.09,5,0.77
4175,2.55,776,1,0,0.05,30.84,0,0.85
5268,1.5051363695348707,438,0,2,0.049383572464300515,29.592356986895737,3,0.8289043043574092
4910,2.0,545,1,1,0.05,38.43,1,0.77
1852,2.23,853,2,2,0.09,97.76,4,0.54
6519,2.0510835516123236,550,0,2,0.09818640925295588,42.590199770418316,5,0.8373301156619485
6785,2.3479826046650834,507,1,2,0.015057391963895411,12.841993353685474,2,0.8848278241083138
2105,1.87,433,2,1,0.02,76.77,3,0.69
133,1.92,478,4,0,0.01,42.88,9,0.86
5236,2.148483894691345,731,1,2,0.05560461805640432,20.770884126246386,3,0.6463915335632587
5029,1.809870698240517,120,1,1,0.09541379408463052,28.564801898543074,9,0.5722931029576847
928,2.87,674,3,0,0.06,30.06,9,1.0
823,2.48,799,1,3,0.1,83.94,4,0.86
6332,2.1230507583962814,989,2,2,0.0487143859062643,39.04068729513519,1,0.9329047953020881
1531,2.85,913,2,2,0.07,43.65,3,0.87
1214,1.7,132,2,1,0.04,55.26,9,0.68
504,1.89,502,2,1,0.09,48.09,0,0.66
4285,2.61,539,4,0,0.03,33.56,7,0.88
1996,2.09,703,1,2,0.1,86.26,5,0.72
3072,2.5,416,3,2,0.06,53.88,9,0.64
1958,1.55,616,1,2,0.02,18.25,2,0.62
1384,2.07,210,2,0,0.03,59.8,3,0.7
894,2.39,901,2,1,0.09,56.48,8,0.75
4924,2.6,461,4,2,0.08,26.76,8,0.53
455,1.67,363,0,0,0.08,22.65,5,0.59
5779,1.6476708169381635,383,0,2,0.07856107619922378,24.435165788981642,7,0.6283747446866755
6455,1.4054763921637548,374,1,1,0.08807725342160341,19.95539056158886,8,0.5473047192055693
3709,1.86,137,0,1,0.09,60.98,6,0.95
6430,1.4311233449052836,435,0,1,0.01593580886255523,27.763676019594385,1,0.7391976107819405
4849,1.86,312,0,3,0.04,81.78,8,0.61
4748,2.56,729,3,2,0.04,61.19,4,0.71
4268,1.98,476,4,0,0.04,51.4,0,0.52
3522,1.34,249,1,2,0.02,65.11,6,0.72
4134,2.55,997,4,2,0.08,56.1,9,0.89
3602,1.95,422,4,1,0.09,50.88,2,0.79
6815,1.8687242763021794,666,2,0,0.034648653179039667,30.276970884462713,5,0.6263351179196492
713,2.48,416,1,3,0.09,64.77,8,0.5
4186,2.47,852,4,0,0.1,99.24,6,0.9
2214,2.04,330,1,1,0.02,33.08,3,0.87
5301,1.344746260607868,889,1,3,0.07951651604564368,46.854334761143235,0,0.9715390307987642
2923,2.01,714,3,2,0.1,89.53,0,0.9
1810,3.06,145,4,2,0.1,26.6,3,0.79
3486,2.54,526,3,1,0.07,84.16,4,0.89
3141,2.26,495,0,2,0.06,79.4,6,0.51
1827,1.74,710,0,2,0.05,99.39,6,0.51
1155,1.93,505,1,1,0.03,84.18,0,0.8
1324,2.34,613,4,3,0.0,20.66,8,0.85
4312,1.3,622,2,1,0.08,53.63,0,0.73
510,1.97,957,1,0,0.06,66.3,8,0.86
1680,2.3,135,3,2,0.1,93.63,4,0.85
499,2.08,237,3,3,0.1,67.04,3,0.83
6319,2.361726808176869,471,1,0,0.08,7.0929418800641155,5,0.5734079514822165
1856,1.84,450,3,3,0.09,1.17,6,0.97
1388,1.51,601,4,1,0.03,29.05,6,0.92
5615,2.0027669602708036,724,1,0,0.05,30.595403388549133,2,0.7672330397291965
3719,2.52,553,1,1,0.07,7.29,7,0.87
2386,1.12,114,3,0,0.04,32.67,7,0.63
5541,2.0599799080027603,739,1,1,0.05,22.819346693439307,3,0.6199899540013802
3236,1.85,146,3,1,0.02,97.72,6,0.55
6172,2.213026837507337,475,0,2,0.03166300053285148,12.138253460889494,7,0.6902771667554752
1540,2.46,599,4,2,0.07,2.08,3,0.5
1217,2.76,569,1,0,0.02,70.97,4,0.66
2681,2.11,297,2,0,0.08,11.5,4,0.75
2993,1.92,138,0,3,0.05,26.4,9,0.51
5512,2.270621500889645,854,0,1,0.09242231238879436,38.84384097686923,1,0.8439123734431211
1191,1.55,712,1,3,0.01,51.01,9,0.99
5772,2.370614087028991,138,0,2,0.08382712457335945,31.028407994954176,4,0.8632101279864839
5293,2.208416089520932,613,1,0,0.04413926357172284,27.990154574319853,4,0.955286912142759
1542,1.68,314,2,1,0.01,80.11,0,0.89
3301,2.44,971,0,0,0.03,32.3,9,0.6
3324,2.23,107,3,3,0.07,89.78,5,0.73
2539,1.96,454,4,2,0.06,40.39,4,0.8
953,1.71,854,3,2,0.0,0.3,2,0.94
4846,1.88,433,0,0,0.06,86.02,6,0.76
4330,2.72,232,4,1,0.03,29.89,3,0.83
732,1.52,345,3,1,0.08,65.71,0,0.71
6966,2.3315921658986096,136,0,0,0.044267537122376716,22.03130568356507,3,0.6258597030209863
1156,2.08,385,2,3,0.09,4.5,4,0.98
6454,2.2535535372598376,573,0,0,0.08644014233887387,14.294243413356527,5,0.610847886128901
3294,0.59,628,4,2,0.09,1.01,1,0.68
2982,2.7,769,3,1,0.08,43.57,7,0.63
5305,2.1088970389254844,867,1,0,0.09,7.520551609400789,4,0.6826286852352035
5161,1.6601619939148011,864,1,0,0.06840026944794608,7.320290306836341,3,0.8963212933501412
2156,1.59,233,1,3,0.06,17.76,5,0.8
1062,1.36,507,4,2,0.04,48.14,9,0.91
2616,1.17,635,3,2,0.05,93.88,6,0.92
1167,1.95,822,4,3,0.05,44.97,5,0.56
3222,2.34,632,0,3,0.06,76.68,7,0.86
3636,2.76,759,3,1,0.01,49.76,0,0.95
5588,2.115040583455047,680,1,1,0.010854823802568733,41.448661938858365,3,0.7219945888726603
2938,1.89,632,4,0,0.07,68.06,3,0.56
4491,2.56,287,4,2,0.05,31.62,2,0.83
3140,1.98,721,0,1,0.03,82.03,7,0.66
4980,1.0,441,3,1,0.05,69.94,5,0.76
143,2.24,226,0,1,0.01,64.69,5,0.66
6910,1.185716135084488,650,0,3,0.06477945011928454,28.37444732124254,6,0.8338972505964227
3577,2.47,821,4,3,0.07,10.03,6,0.64
4946,2.49,489,4,2,0.06,78.54,0,0.68
2782,2.06,190,0,0,0.06,16.44,5,0.74
717,1.86,395,0,0,0.03,47.72,6,0.78
1819,2.07,796,0,3,0.03,66.32,2,0.55
2502,2.25,155,2,0,0.08,91.4,1,0.55
4360,2.82,875,3,3,0.07,47.04,7,0.77
4171,2.17,485,4,0,0.07,95.07,7,0.5
395,1.06,260,0,2,0.04,10.86,9,0.71
5731,2.3574928754134197,145,1,2,0.00985308087424667,22.66277224960494,1,0.7650473898004555
6739,1.7447200293780922,274,1,1,0.06549877670930988,4.90299196713745,1,0.7608759174680176
4492,1.92,475,1,3,0.01,38.59,2,0.65
1365,2.13,854,3,0,0.03,61.59,4,0.97
6351,2.1484966469596762,659,1,3,0.09219204976612894,24.24655320749205,6,0.6578079502338711
5999,1.500211533324684,250,0,1,0.07313076952430378,35.51082520892321,7,0.7471730761892406
595,2.64,736,4,1,0.02,90.26,1,0.74
6205,1.3068534645427299,319,1,2,0.03797538083049817,25.12120059309194,1,0.9058276658134872
3952,1.67,166,1,0,0.04,6.25,5,0.53
5392,1.7737758311292822,960,0,1,0.07,31.487587254085835,2,0.6533908125309533
5917,1.2598517383721575,580,0,2,0.08713750453965612,2.821896377986689,2,0.6965428467665002
4968,1.86,589,0,3,0.05,3.18,3,0.64
2914,1.79,846,2,1,0.01,2.47,4,0.59
2326,1.02,129,2,0,0.01,31.23,7,0.67
5644,1.5359747325215334,190,0,0,0.024925517869101056,25.525203778527843,7,0.6874643751395123
3766,2.66,319,4,1,0.04,88.75,5,0.74
3440,2.03,207,0,0,0.05,67.06,4,0.73
3851,2.4,207,2,1,0.06,83.45,8,0.77
4132,2.17,504,2,2,0.06,43.06,6,0.76
6391,1.9647511328768696,271,0,1,0.07724987412479226,4.843893477296753,2,0.5227501258752077
2143,2.58,178,4,2,0.06,74.69,9,1.0
6589,1.9753494973063075,471,1,2,0.07,35.868199017888514,8,0.6024952770634282
5073,1.4238144362184668,188,2,2,0.05441763558376455,21.78070199013179,1,0.6622088177918823
1571,2.1,904,2,2,0.09,18.96,4,0.95
4079,1.95,234,1,1,0.01,29.34,9,0.53
1122,2.38,468,1,3,0.05,90.7,3,0.83
2786,0.92,306,3,3,0.03,94.98,7,0.52
6335,2.0888700627661128,367,1,1,0.0277401255322251,47.119009779217706,3,0.8999152824475064
2967,2.36,285,2,2,0.1,65.57,7,0.62
2504,2.11,264,1,2,0.08,60.03,4,0.98
5988,2.383956621471259,537,0,2,0.08968985285619424,34.9224659853287,4,0.8826738964214569
3465,1.98,988,3,1,0.06,73.9,6,0.84
675,1.56,913,0,1,0.01,72.43,1,0.92
2808,1.48,278,1,2,0.06,43.87,3,0.98
3348,1.78,566,2,2,0.02,98.96,1,0.88
728,1.26,911,1,0,0.04,94.65,8,0.54
412,2.22,374,2,0,0.09,58.84,0,0.7
3146,1.08,135,2,1,0.03,82.88,3,0.61
1516,2.11,119,1,0,0.06,20.92,1,0.89
5745,2.4166307767365662,889,0,2,0.09176797503544012,37.788690428410945,7,0.7481764493620777
825,1.93,188,3,1,0.09,52.02,9,0.62
3267,0.76,292,1,3,0.02,13.6,3,0.79
3974,1.99,931,4,3,0.1,29.42,8,0.69
616,2.08,388,4,3,0.08,13.31,2,0.93
114,1.31,262,3,0,0.03,96.64,3,0.72
417,3.85,999,3,1,0.09,68.79,0,0.64
3069,2.57,506,3,2,0.04,46.2,8,0.71
1625,2.01,589,0,3,0.06,38.87,5,0.97
6907,2.993225698435258,699,0,2,0.05,36.824244817234124,4,0.6464169639792661
4185,1.25,162,0,2,0.1,61.71,9,0.65
2896,2.41,886,1,2,0.08,8.22,7,0.96
6507,2.812721278120179,635,0,1,0.08153062722001413,36.17700028355385,3,0.8236393609399105
2082,2.3,899,4,0,0.04,92.11,4,0.6
753,1.96,580,0,2,0.05,23.02,3,0.65
2546,2.06,442,0,0,0.06,90.22,5,0.51
3969,1.9,345,1,2,0.02,74.67,1,0.69
3373,1.54,831,3,2,0.1,7.25,8,0.76
5726,1.6239638298530212,925,1,1,0.08458360145624494,39.34723134084257,2,0.7247901919906529
4107,2.19,775,4,0,0.08,80.68,0,0.59
2444,1.62,850,0,1,0.03,56.37,3,0.57
4380,2.68,165,2,2,0.06,47.92,4,0.77
1066,1.49,771,1,3,0.09,93.14,2,0.78
3913,2.21,472,4,2,0.02,60.16,7,0.79
5287,1.587771269624624,915,1,1,0.08065649170027982,43.292042691823816,1,0.7467175414986009
5536,1.5814626472408164,456,0,2,0.01822719771073318,47.60359698543061,4,0.6640447793965987
5387,2.2746853532230547,961,0,1,0.08080663612146638,24.107179588700024,7,0.6198455364942561
5732,2.1425605553770772,529,2,2,0.07219989319671591,34.93930925558962,6,0.7546007476229886
3498,2.46,273,4,0,0.01,95.93,7,0.66
2738,2.25,699,3,1,0.06,75.77,4,0.88
5052,1.721905352889631,695,0,1,0.005716058668893225,23.20303798422711,7,0.6280946471103689
4000,1.31,801,4,1,0.07,44.83,8,0.63
1568,1.84,754,2,1,0.01,57.59,5,0.72
2427,2.78,691,3,2,0.08,86.73,7,0.77
3746,1.81,108,0,1,0.05,89.92,4,0.56
6458,2.1202652970862745,742,1,2,0.05185541365809239,5.400243753812893,5,0.8451566907352609
1687,2.76,688,2,3,0.08,54.15,1,0.65
851,1.72,197,4,2,0.0,74.83,9,0.73
3546,2.04,124,2,0,0.02,61.95,3,0.98
6303,2.944954192927563,920,1,2,0.06693062819425329,19.533367028390856,3,0.7118815449316069
895,1.54,270,3,1,0.04,88.02,0,0.66
4592,1.66,466,1,1,0.05,35.6,2,0.63
5878,2.2396796054157497,812,0,1,0.030320394584250385,43.47946587228012,6,0.9115177640225811
335,2.23,427,0,3,0.09,27.55,3,0.66
2839,2.23,912,0,0,0.03,88.01,7,0.78
3087,1.36,402,2,1,0.06,88.35,1,0.94
4611,2.33,747,4,3,0.02,26.98,9,0.71
1348,2.03,364,4,0,0.05,88.45,1,0.53
1015,1.74,249,2,2,0.03,17.67,8,0.68
2816,1.79,599,4,0,0.04,96.24,1,0.92
1631,1.53,735,4,2,0.0,24.01,9,0.98
2489,2.31,804,0,0,0.08,13.71,9,0.69
3730,2.95,799,1,2,0.05,14.38,2,0.71
3251,1.43,401,4,2,0.07,7.16,8,0.76
6452,2.47455424790111,786,1,1,0.060971825048435936,23.26352101421696,2,0.805089150419778
5877,2.398321236039691,801,0,1,0.048613127326718214,19.881896515245877,4,0.5985158302310424
5881,2.4640042250177685,651,2,1,0.03204201382751889,12.212960911264325,1,0.7081680553100755
2070,2.63,396,1,2,0.07,3.21,0,0.83
4452,1.07,691,1,2,0.06,16.14,6,0.62
6807,2.417912409702377,235,1,0,0.06980118187641687,24.377646751502684,2,0.7080118187641686
5408,2.0038053794660113,883,0,0,0.07,32.29990723828517,9,0.6915089001128583
1635,2.62,770,0,2,0.03,13.64,1,0.73
4646,2.28,354,4,3,0.0,59.45,5,0.83
2479,2.86,390,4,2,0.03,29.38,2,0.61
2265,2.43,339,0,0,0.06,45.71,3,0.82
2959,2.26,252,2,1,0.0,8.54,0,0.55
5323,2.1093099772198647,503,1,0,0.03727535050844118,13.497960350391907,3,0.7383536680679235
6586,1.99,706,1,2,0.047637231399009425,17.109821023954304,1,0.5741825774741333
3059,1.54,170,1,2,0.06,84.32,6,0.97
5053,1.8530096676794767,923,0,2,0.07,24.479558532254078,1,0.8368654294395516
5869,2.85509019044849,868,0,1,0.08031813690303063,15.402860132569387,2,0.6945916726484792
2141,2.18,221,0,1,0.05,42.46,5,0.96
5104,2.1594935334057337,692,2,2,0.08320483939064846,31.706762626229185,5,0.8584580726877815
3118,2.02,772,3,0,0.08,24.73,5,0.77
5188,1.654619197200857,875,0,0,0.049955199670689066,41.8136002469832,4,0.6949775998353445
6578,1.7983326116276663,783,0,0,0.05434968150882116,14.291858483079633,4,0.6451215287576584
4045,2.03,401,4,1,0.06,38.69,0,0.66
3356,2.06,605,0,1,0.02,91.82,8,0.65
2744,2.05,140,1,3,0.04,5.92,5,0.64
5092,2.149128643172094,478,0,2,0.035279588420376484,18.476801611493975,6,0.7025877642123294
3506,1.95,722,2,0,0.02,63.24,5,0.74
1679,2.34,316,0,1,0.05,83.08,6,0.98
4249,1.3,522,0,2,0.07,2.65,1,0.64
3147,1.64,413,0,2,0.05,62.68,7,0.75
2294,1.12,175,4,1,0.07,80.29,2,0.75
580,1.49,767,1,2,0.09,97.89,0,0.6
1470,2.53,142,3,3,0.01,0.43,2,0.57
4799,2.23,292,0,0,0.03,99.65,1,0.9
4070,2.11,870,0,1,0.05,82.06,7,0.55
5308,2.66947469466887,972,1,0,0.02,27.044363361614217,7,0.7891142647734373
3343,2.68,954,2,0,0.01,80.93,0,0.83
4992,2.06,446,1,1,0.02,24.78,5,0.8
4583,1.55,585,2,2,0.09,94.67,3,0.55
3672,2.11,732,4,1,0.06,15.12,9,0.92
559,2.72,296,3,3,0.07,17.6,1,0.69
5237,2.01203523677852,391,1,1,0.034363988506712545,42.41600699791972,3,0.7440704735570397
5215,1.4152286531480796,875,0,0,0.04722561012771865,13.501702066994447,3,0.840838415191578
2849,2.2,343,3,1,0.04,38.72,9,0.53
512,1.62,163,4,2,0.09,12.82,0,0.65
4729,1.5,562,1,3,0.09,78.89,4,0.74
1081,2.22,760,3,3,0.08,99.34,7,0.91
1664,1.59,210,2,2,0.01,30.45,8,0.62
1012,2.93,546,4,0,0.04,27.93,2,0.94
1931,1.12,189,0,1,0.03,32.83,7,0.74
1150,2.59,959,4,3,0.01,33.37,1,0.55
2838,2.17,114,1,3,0.0,94.52,7,0.77
5949,2.051192329413357,653,1,3,0.0545050613003515,13.99927538692881,3,0.850989877399297
116,1.21,408,4,1,0.08,35.82,7,0.58
740,2.61,690,2,3,0.1,43.9,0,0.81
6695,2.041354867930167,309,1,1,0.0840190297271211,27.474615316837554,2,0.5880380594542421
6070,2.5324159802740716,920,0,0,0.023474897742081877,12.671749453661853,8,0.6008493864524913
5177,2.160186860286231,618,0,0,0.0922500275145707,36.42024914704831,1,0.6651251238155681
3675,2.23,202,3,2,0.02,54.79,2,0.8
5906,1.7003751154347995,761,0,2,0.043806870652181626,25.434807978690813,5,0.6534317552173821
830,1.81,891,1,1,0.04,17.5,6,0.81
119,1.44,816,1,0,0.01,76.66,1,0.52
4752,2.35,464,4,3,0.07,11.21,4,0.66
6654,2.729094734052879,805,2,0,0.09039542321969037,26.935429881560285,2,0.7803954232196904
6600,2.4754351242444486,825,1,0,0.0016625226262433467,48.671989139403195,5,0.9034742307077261
6895,1.6791745488662118,827,1,1,0.0003537647716234904,33.13732093779573,1,0.8110612943148705
635,3.13,236,1,0,0.03,26.85,3,0.52
4465,2.4,733,4,2,0.05,31.15,6,0.57
4364,1.96,993,1,1,0.07,72.51,2,0.6
4142,2.33,322,4,0,0.09,26.7,3,0.74
991,1.62,611,4,1,0.08,77.68,2,0.75
876,2.12,850,1,0,0.02,81.36,3,0.82
4869,1.09,313,2,2,0.08,77.49,1,0.58
5315,2.3040568953114047,757,0,0,0.04760282653695708,26.059695557601984,1,0.8534752678016255
5222,1.5226937446853475,219,1,1,0.05369249929137966,26.82338167753218,6,0.7795399943310373
4,2.29,152,2,2,0.08,25.42,4,0.58
3051,1.63,287,3,2,0.04,86.06,8,0.71
5691,2.214917523103289,558,0,0,0.07084707948278521,33.4830582303161,4,0.9143646903879111
3124,0.64,299,0,2,0.1,74.83,1,0.6
6407,1.2817222093218257,315,2,0,0.05768638034445723,8.383311433454542,6,0.57
2660,2.13,358,2,0,0.06,30.3,5,0.83
2491,2.01,766,3,3,0.02,89.98,0,0.9
5173,1.480453690293347,755,1,2,0.03549579002666791,31.64204885368828,2,0.7582436850400018
3854,2.69,850,0,2,0.07,25.04,2,0.87
4933,2.44,995,3,2,0.07,42.38,6,0.82
4777,2.48,176,0,1,0.07,95.08,1,0.64
1715,2.62,599,3,0,0.02,30.22,9,0.55
6448,2.0730449282249035,541,1,2,0.06768288150852828,10.421043500224641,4,0.5978054218976606
6457,2.149314578717295,846,1,0,0.02,23.02761715175031,5,0.9272167676171651
6293,2.579358251661777,541,0,1,0.07324532781341686,32.895423722802384,1,0.5607168990087358
1148,2.65,920,1,3,0.08,7.36,5,0.98
3261,2.7,511,4,2,0.03,51.25,6,0.96
574,1.29,663,3,1,0.09,68.45,8,0.62
3769,2.45,823,4,1,0.03,51.11,1,0.92
3736,2.83,877,3,1,0.06,94.92,6,0.81
4146,1.45,363,2,0,0.0,15.84,9,0.88
853,2.99,872,4,3,0.07,95.77,3,0.62
1982,2.17,595,0,3,0.09,74.94,5,0.96
2774,2.13,681,2,1,0.01,41.64,3,0.72
5919,2.2276599151380423,398,0,2,0.0682995756902112,18.500080856407166,1,0.6610607637576199
4929,2.45,668,0,0,0.06,61.25,8,0.88
5211,1.7986952887545749,802,2,2,0.03803235328496316,39.675730593873396,2,0.6222964694881179
1166,1.16,386,3,2,0.1,65.16,6,0.55
6002,2.2234251514680365,245,1,0,0.025125941674559338,27.08882885794659,5,0.5151259416745594
971,1.78,313,4,3,0.06,47.8,4,0.79
2701,2.34,660,1,0,0.03,14.04,8,0.85
4495,1.51,819,2,1,0.1,6.23,9,0.6
3847,1.58,746,1,3,0.08,82.0,3,0.51
2368,2.13,356,1,0,0.1,97.2,5,0.79
4115,1.89,983,3,0,0.03,78.6,0,0.83
4780,1.22,357,2,2,0.03,95.03,3,0.54
4131,2.85,566,1,0,0.08,1.48,4,0.7
2950,1.66,591,3,3,0.07,19.2,5,0.77
