Session_Duration,Daily_Active_Time,Login_Frequency,Level_Progression,In_Game_Currency_Earned,In_Game_Currency_Spent,Achievement_Unlocks,Social_Interactions,Friends_Added,Guild_Participation,Purchase_History,Game_Mode_Preferences,Event_Participation,Item_Usage,Time_of_Purchase,Retention_Rate,Churn_Rate,Referral_Activity,Customization_Preferences,Ad_Engagement,Device_Type,Geographic_Location,Demographic_Age,Demographic_Gender,In_Game_Purchases,Favorite_Items,Discount_Utilization,Promotion_Response,Quest_Completion_Rate,Battle_Participation,Leaderboard_Position,Player_Engagement_Level,Purchase_Likelihood
48.86,2.23,13,11,202,778,4,43,0,2,3,Singleplayer,2,10,Morning,9,0.02,1,7,8,PC,Ethiopia,46,Female,54.79,Armor,2,7,0.8,15,42.55,0,1
36.4,2.4,10,2,583,708,8,4,1,3,3,Singleplayer,4,7,Morning,5,0.08,1,4,5,Console,Chile,20,Male,55.99,Weapon,0,2,0.56,10,30.08,0,1
47.39,1.81,12,10,609,509,0,27,9,2,1,Singleplayer,1,0,Evening,27,0.05,4,1,2,Smartphone,Andorra,54,Male,96.29,Potion,1,7,0.92,12,34.3,0,1
50.59,2.39,17,4,227,672,8,3,3,1,1,Singleplayer,4,11,Evening,17,0.03,0,3,9,Console,Brunei Darussalam,37,Male,33.54,Weapon,4,4,0.82,15,57.54,0,0
61.75,1.79,16,3,395,116,7,1,0,4,3,Multiplayer,4,18,Evening,5,0.0,4,1,3,PC,Cuba,29,Female,46.26,Boost,3,5,0.96,18,64.75,0,1
30.02,2.1,7,1,144,600,2,25,6,0,3,Multiplayer,2,17,Morning,5,0.0,4,1,4,Tablet,Montenegro,40,Male,96.44,Potion,3,9,0.85,9,64.35,0,1
48.38,2.17,19,13,657,323,8,33,3,1,2,Singleplayer,3,19,Morning,3,0.1,3,0,7,Tablet,Switzerland,49,Male,3.56,Potion,2,9,0.74,14,16.14,0,0
52.31,2.15,10,10,180,529,3,20,4,3,4,Singleplayer,2,8,Night,29,0.01,4,5,9,Tablet,Afghanistan,56,Male,34.54,Weapon,4,4,0.99,5,36.7,0,1
54.77,1.55,8,10,581,179,4,43,0,2,2,Multiplayer,3,1,Afternoon,28,0.05,4,5,3,PC,Netherlands,56,Female,40.79,Potion,3,1,0.66,0,84.67,0,0
33.1,2.05,19,5,118,592,2,29,3,4,2,Multiplayer,3,15,Evening,21,0.05,1,4,6,Smartphone,Finland,18,Female,88.39,Boost,9,8,0.6,17,91.84,0,1
51.3,2.26,9,3,609,720,0,30,1,4,2,Multiplayer,3,0,Morning,9,0.01,2,0,2,Smartphone,Greenland,39,Female,72.83,Armor,6,5,0.5,9,47.97,0,1
49.25,2.5,12,7,664,787,9,13,7,0,3,Singleplayer,4,18,Morning,14,0.08,1,0,9,Console,Switzerland,29,Female,41.73,Weapon,1,1,0.95,15,58.19,0,1
44.93,3.07,16,13,599,205,5,12,5,4,4,Singleplayer,0,2,Evening,19,0.09,1,3,5,PC,Cocos (Keeling) Islands,20,Female,38.92,Boost,1,8,0.98,13,56.39,0,1
50.47,2.76,10,8,856,663,9,37,6,0,2,Multiplayer,3,7,Night,30,0.04,0,6,6,Smartphone,Guatemala,25,Female,67.04,Weapon,8,7,0.82,4,74.32,0,1
41.94,1.38,10,3,830,496,1,18,4,0,0,Singleplayer,1,3,Night,14,0.05,0,0,9,Tablet,Falkland Islands (Malvinas),43,Female,7.71,Weapon,1,1,0.96,7,81.94,0,0
37.87,1.99,8,10,214,544,8,33,6,2,3,Multiplayer,0,14,Morning,4,0.02,3,8,5,Console,Western Sahara,49,Female,8.4,Weapon,8,2,0.51,4,69.8,0,1
38.97,2.44,15,5,509,409,5,7,5,3,2,Singleplayer,1,16,Night,12,0.0,4,8,1,PC,Eritrea,28,Male,67.53,Armor,1,1,1.0,15,44.87,0,1
36.58,1.35,13,5,531,281,5,5,6,1,2,Multiplayer,1,8,Evening,26,0.09,4,8,3,Console,Gambia,53,Female,37.05,Weapon,4,4,0.85,0,62.39,0,0
35.18,2.49,20,9,542,428,8,32,9,0,4,Singleplayer,3,13,Evening,18,0.1,0,9,3,Smartphone,Cape Verde,53,Male,33.22,Boost,9,7,0.96,6,21.11,0,1
49.32,2.28,19,10,915,540,9,43,1,4,4,Multiplayer,2,5,Morning,11,0.01,4,3,6,Tablet,Hong Kong,25,Female,16.52,Potion,9,9,0.83,14,1.01,0,1
26.34,2.26,16,11,502,481,7,39,1,1,2,Multiplayer,4,4,Morning,14,0.04,4,4,2,Smartphone,Cote d'Ivoire,58,Female,38.83,Boost,8,2,0.66,13,49.34,0,0
46.54,2.36,9,14,286,628,5,2,8,0,3,Singleplayer,1,4,Afternoon,12,0.06,0,6,3,Console,Guinea,24,Male,90.76,Weapon,6,6,0.61,15,28.04,0,1
43.93,2.95,9,9,174,584,8,2,4,3,3,Multiplayer,2,2,Evening,27,0.02,2,2,2,Console,Qatar,46,Female,97.52,Weapon,6,8,0.94,16,22.25,0,1
33.59,1.99,20,1,898,785,5,11,2,0,1,Multiplayer,4,7,Afternoon,10,0.06,0,2,4,Smartphone,Croatia,42,Male,26.19,Boost,0,8,0.68,3,88.17,0,0
37.59,2.14,8,4,693,501,9,44,5,3,1,Multiplayer,2,6,Evening,6,0.02,2,0,7,Smartphone,Cuba,57,Female,99.62,Weapon,8,6,0.55,9,37.55,0,1
33.02,1.85,18,1,262,213,6,40,3,0,1,Multiplayer,3,11,Evening,12,0.09,0,8,7,Console,Northern Mariana Islands,46,Male,0.44,Boost,2,9,0.51,16,73.21,0,0
38.47,2.27,16,11,936,703,6,43,6,2,0,Multiplayer,3,8,Night,17,0.09,0,7,4,Tablet,Iraq,56,Male,37.87,Armor,0,0,0.97,15,39.14,0,0
48.23,1.58,7,10,672,636,1,7,3,2,1,Singleplayer,3,3,Afternoon,4,0.0,2,8,5,Smartphone,Guam,33,Male,71.01,Armor,9,8,0.75,14,9.86,0,1
52.96,1.84,15,12,815,666,0,42,8,4,1,Multiplayer,1,4,Afternoon,23,0.01,3,9,8,Tablet,Philippines,53,Female,47.9,Boost,3,2,0.72,17,28.08,0,0
38.85,1.71,10,11,739,106,6,23,5,3,2,Multiplayer,0,10,Afternoon,27,0.01,4,4,8,Console,France,33,Female,44.29,Boost,4,8,0.86,8,67.25,0,0
33.3,2.02,18,4,564,133,5,35,2,4,3,Multiplayer,0,11,Evening,21,0.02,3,2,3,Smartphone,Chad,26,Female,2.18,Potion,8,0,0.91,9,41.35,0,1
29.72,1.91,9,4,586,493,7,21,4,2,1,Multiplayer,4,12,Afternoon,29,0.0,4,5,9,Smartphone,Liberia,55,Male,39.61,Weapon,1,0,0.57,7,91.65,0,0
19.13,1.76,10,7,424,200,8,27,6,3,0,Multiplayer,1,3,Night,13,0.07,1,7,7,PC,Belgium,21,Female,19.95,Weapon,1,2,0.9,3,61.22,0,0
43.94,2.08,10,5,735,297,6,34,0,1,4,Multiplayer,3,7,Night,20,0.03,2,6,6,Smartphone,United Arab Emirates,54,Male,60.12,Potion,1,5,0.54,4,14.87,0,1
48.74,1.86,16,12,137,733,8,21,7,2,0,Singleplayer,3,19,Evening,25,0.09,1,9,8,Smartphone,Philippines,48,Female,60.98,Armor,6,6,0.95,14,92.87,0,1
51.17,2.43,10,7,438,683,1,25,6,1,0,Singleplayer,1,18,Night,29,0.07,0,9,1,Tablet,Bahamas,33,Female,79.25,Weapon,7,5,0.55,11,81.55,0,1
53.55,2.85,9,9,487,264,6,21,1,1,0,Multiplayer,1,3,Evening,5,0.08,2,1,8,Tablet,Bulgaria,27,Female,99.31,Weapon,9,8,0.67,2,56.63,0,1
48.93,1.91,19,14,749,270,1,20,9,0,1,Singleplayer,1,3,Afternoon,28,0.02,0,0,9,Tablet,Sierra Leone,59,Male,37.4,Armor,9,8,0.67,19,61.53,0,0
46.99,1.85,10,2,238,417,8,17,2,0,4,Multiplayer,4,12,Morning,12,0.04,2,8,3,Tablet,Aruba,28,Male,47.66,Armor,4,7,0.96,8,36.83,0,1
42.59,1.92,12,1,846,316,5,28,3,4,0,Multiplayer,4,3,Morning,24,0.03,0,1,2,Tablet,Wallis and Futuna,42,Female,34.93,Armor,0,0,0.76,7,41.86,0,0
54.83,0.94,19,10,745,392,8,0,8,0,1,Multiplayer,2,1,Night,20,0.09,2,5,3,Smartphone,Luxembourg,26,Female,51.4,Weapon,7,0,0.58,5,39.0,0,1
47.16,1.61,10,11,461,345,6,7,7,1,0,Singleplayer,1,13,Morning,4,0.02,4,6,2,Console,Lao People's Democratic Republic,22,Male,0.69,Potion,7,9,0.87,15,42.09,0,0
36.34,1.72,15,10,911,488,3,41,3,4,2,Multiplayer,3,17,Night,19,0.02,0,2,3,Console,Chad,21,Male,76.15,Potion,7,5,0.77,12,21.95,0,1
28.87,2.87,19,10,259,700,4,0,5,3,4,Singleplayer,2,12,Afternoon,15,0.06,0,1,0,Console,Luxembourg,58,Female,76.17,Weapon,7,9,0.65,19,75.74,0,1
26.78,2.52,12,6,553,71,3,3,4,1,1,Multiplayer,3,4,Evening,4,0.07,0,5,2,PC,Cape Verde,32,Male,7.29,Potion,7,6,0.87,8,68.56,0,0
39.03,2.57,13,10,767,449,8,41,8,3,0,Multiplayer,4,18,Morning,12,0.02,4,5,5,Tablet,Paraguay,28,Male,76.08,Weapon,7,5,0.94,11,16.48,0,1
30.78,2.25,7,4,226,249,7,38,7,3,1,Multiplayer,3,3,Morning,1,0.08,4,7,8,Tablet,Mexico,58,Female,88.87,Boost,0,3,0.84,15,22.0,0,1
40.0,1.99,17,12,752,135,4,46,9,2,4,Singleplayer,3,16,Afternoon,26,0.09,3,6,5,Console,France,19,Male,47.08,Weapon,2,3,0.93,10,80.23,0,1
39.53,2.13,16,7,962,350,5,7,4,2,0,Singleplayer,0,10,Morning,29,0.07,0,1,1,Console,Japan,39,Female,70.25,Potion,8,7,0.54,14,89.05,1,1
57.67,1.42,18,10,599,656,1,20,4,0,1,Singleplayer,4,10,Morning,3,0.02,2,8,9,Smartphone,Marshall Islands,43,Female,56.89,Armor,1,1,0.78,5,64.13,0,1
33.53,2.33,12,4,686,624,6,33,6,2,1,Singleplayer,1,4,Morning,14,0.1,1,2,6,PC,Korea,33,Male,38.37,Armor,6,1,0.86,3,15.18,0,0
37.96,2.21,16,11,570,674,5,28,7,1,1,Singleplayer,3,2,Evening,18,0.09,1,3,5,PC,Iraq,24,Female,74.45,Armor,6,4,0.57,15,85.5,0,1
39.18,2.26,18,4,830,387,6,40,6,4,0,Multiplayer,1,1,Morning,3,0.1,3,0,3,PC,Macao,32,Female,9.46,Potion,4,4,0.79,2,29.69,0,0
57.48,2.24,17,14,924,119,6,19,7,4,2,Multiplayer,1,12,Evening,18,0.02,0,1,8,Console,French Guiana,39,Female,36.52,Armor,7,8,0.62,15,98.74,0,0
43.21,1.73,19,11,823,688,5,25,8,2,3,Multiplayer,3,5,Morning,20,0.09,1,2,5,Console,Netherlands Antilles,29,Male,51.74,Boost,9,8,0.62,5,51.21,0,1
33.44,2.95,14,14,799,458,0,15,6,3,1,Multiplayer,4,9,Morning,10,0.05,0,2,7,Tablet,Antigua and Barbuda,35,Female,14.38,Armor,2,1,0.71,7,88.54,0,0
50.37,1.73,8,5,196,702,7,47,3,1,2,Singleplayer,4,3,Afternoon,20,0.03,3,5,0,Console,Papua New Guinea,39,Female,73.83,Armor,0,9,1.0,12,71.81,0,1
41.33,2.06,12,3,802,289,9,27,7,3,2,Singleplayer,0,7,Evening,4,0.05,1,4,9,Console,Mauritius,37,Male,95.42,Potion,3,8,0.68,8,75.02,0,1
57.47,1.73,19,8,284,631,5,19,0,0,1,Multiplayer,3,3,Afternoon,22,0.08,0,8,1,Console,Somalia,39,Male,67.78,Weapon,7,9,0.56,13,92.84,0,1
42.4,1.73,13,2,156,660,0,32,1,0,4,Multiplayer,4,1,Evening,2,0.01,3,3,6,Console,Saint Martin,28,Female,88.24,Armor,1,4,0.99,4,39.72,0,1
48.54,1.13,15,11,523,246,3,9,6,2,2,Singleplayer,1,18,Morning,1,0.08,2,3,7,Smartphone,Micronesia,18,Male,50.87,Armor,4,5,0.73,18,74.47,0,1
45.88,2.83,7,4,877,121,6,34,8,3,3,Singleplayer,3,9,Evening,22,0.06,2,0,5,Console,Poland,39,Female,94.92,Potion,6,8,0.81,13,92.55,0,1
26.79,1.57,13,13,735,485,1,13,6,4,1,Singleplayer,0,1,Morning,28,0.01,4,8,1,Console,Ecuador,53,Male,65.8,Boost,3,3,0.87,1,55.16,0,1
39.84,2.3,16,5,759,600,7,30,6,1,4,Multiplayer,0,12,Evening,10,0.01,1,0,3,Console,French Guiana,30,Male,91.85,Potion,5,4,0.7,15,9.38,0,1
40.89,2.3,10,2,734,794,7,16,4,1,0,Multiplayer,1,11,Morning,5,0.01,0,8,4,Smartphone,Sudan,40,Female,91.96,Potion,8,9,0.92,0,24.64,0,1
53.33,1.55,8,5,425,784,4,17,1,4,3,Multiplayer,4,8,Evening,17,0.1,2,3,6,Smartphone,French Southern Territories,35,Female,87.39,Weapon,0,6,0.85,0,48.93,0,1
33.23,1.62,7,10,285,498,3,48,6,4,2,Singleplayer,2,14,Morning,18,0.07,2,4,1,PC,Palestinian Territory,38,Female,7.59,Armor,1,8,0.69,8,54.68,0,0
42.02,3.15,9,13,384,690,4,12,5,4,0,Singleplayer,0,2,Night,3,0.09,2,4,1,Tablet,Sudan,25,Male,59.26,Potion,1,2,0.99,6,37.19,0,1
46.07,1.76,9,12,440,493,2,47,8,2,3,Multiplayer,2,11,Evening,11,0.09,0,8,6,Console,Puerto Rico,49,Female,96.34,Potion,4,9,0.98,0,33.2,0,1
56.65,2.37,13,2,504,444,4,42,2,0,2,Multiplayer,4,3,Morning,9,0.09,4,4,3,Tablet,Barbados,43,Female,41.16,Weapon,2,6,0.69,16,99.86,0,0
64.48,1.41,18,9,666,322,7,0,9,1,0,Multiplayer,0,19,Night,27,0.06,0,4,4,PC,Holy See (Vatican City State),55,Female,6.53,Potion,0,2,0.66,5,52.79,0,0
53.66,1.81,15,12,108,178,9,10,7,3,0,Multiplayer,3,16,Evening,4,0.05,1,9,1,Smartphone,British Indian Ocean Territory (Chagos Archipelago),58,Male,89.92,Boost,4,4,0.56,17,60.25,0,1
64.06,1.88,14,1,340,318,8,42,3,3,0,Multiplayer,2,10,Morning,24,0.07,1,6,3,Console,Estonia,51,Male,37.94,Armor,8,5,0.61,7,79.65,0,0
42.66,1.22,10,2,113,662,8,49,5,3,0,Multiplayer,0,17,Morning,24,0.02,1,9,9,PC,Bahamas,22,Female,54.69,Armor,0,5,0.97,4,72.0,0,1
31.67,1.5,16,9,643,129,0,17,8,4,4,Multiplayer,4,13,Night,19,0.06,3,4,4,Smartphone,Sudan,41,Male,26.5,Potion,3,8,0.57,18,5.18,0,1
46.56,1.96,20,8,697,370,8,15,1,3,1,Multiplayer,3,7,Morning,23,0.08,0,5,5,PC,Montserrat,26,Female,50.37,Boost,4,3,0.51,0,8.47,0,1
40.21,1.58,13,7,234,221,1,29,6,0,3,Singleplayer,3,1,Morning,1,0.08,1,2,2,Smartphone,Guatemala,24,Male,19.11,Weapon,9,8,0.68,4,24.28,0,1
47.66,1.89,9,3,992,456,3,24,0,2,0,Multiplayer,0,12,Afternoon,17,0.04,2,8,3,Console,Nigeria,27,Female,64.85,Boost,8,9,0.56,14,17.64,0,1
45.58,1.75,15,5,886,438,7,35,5,4,1,Singleplayer,2,8,Morning,4,0.0,2,3,4,Tablet,Australia,38,Male,0.83,Weapon,4,3,0.5,10,51.3,0,0
58.87,1.6,11,13,278,680,2,45,4,3,4,Multiplayer,1,1,Morning,1,0.09,2,5,9,PC,Saint Martin,20,Female,46.46,Armor,4,9,0.77,3,83.0,0,1
49.19,2.32,7,10,227,211,4,20,7,2,1,Multiplayer,2,7,Night,3,0.05,3,7,7,Smartphone,Burundi,50,Male,75.94,Armor,0,5,0.89,1,89.13,0,1
44.58,2.39,16,13,621,574,1,17,0,0,4,Multiplayer,2,4,Night,19,0.08,1,1,7,Tablet,Saudi Arabia,20,Male,49.72,Weapon,5,1,0.86,12,12.37,0,1
26.88,2.54,11,1,348,259,2,8,6,1,2,Multiplayer,2,13,Evening,18,0.06,1,8,4,PC,Marshall Islands,19,Male,15.42,Weapon,2,7,0.85,11,78.2,0,0
28.47,2.63,17,3,933,378,7,18,0,1,2,Singleplayer,2,2,Evening,12,0.03,3,3,9,Smartphone,Morocco,48,Female,41.91,Potion,4,8,0.57,14,95.73,0,0
46.82,2.11,10,14,129,270,5,0,3,4,4,Singleplayer,0,8,Afternoon,27,0.02,2,7,5,PC,Mozambique,20,Male,25.84,Weapon,2,9,0.86,5,13.1,0,1
42.21,1.48,12,5,965,255,8,16,2,2,1,Singleplayer,4,9,Evening,16,0.01,0,6,9,Smartphone,Algeria,27,Male,52.98,Potion,4,6,0.87,6,64.12,0,1
34.78,1.71,10,14,144,203,7,31,4,3,3,Singleplayer,0,1,Night,2,0.1,3,1,9,Smartphone,Cook Islands,24,Female,9.28,Weapon,9,4,0.61,7,31.54,0,1
37.75,2.07,7,12,726,725,0,4,2,0,2,Multiplayer,3,3,Night,29,0.05,0,5,9,Smartphone,Kiribati,36,Female,48.01,Potion,4,1,0.83,3,10.36,0,0
46.49,1.55,19,7,951,131,7,14,4,2,2,Multiplayer,4,3,Morning,6,0.05,1,3,6,Console,Montenegro,35,Female,42.0,Boost,2,1,0.77,2,60.2,0,0
37.04,1.6,18,5,632,131,1,40,7,3,3,Singleplayer,4,6,Evening,20,0.01,0,4,5,PC,Antigua and Barbuda,21,Male,55.95,Boost,5,2,0.69,3,3.18,0,1
29.87,1.2,20,4,389,108,6,36,0,0,1,Multiplayer,0,4,Evening,12,0.0,1,0,4,Tablet,Fiji,28,Male,93.7,Weapon,5,5,0.74,5,20.19,0,1
44.65,2.66,15,5,319,81,1,36,0,1,4,Multiplayer,4,8,Evening,5,0.04,3,8,0,Console,Vanuatu,57,Female,88.75,Boost,5,7,0.74,16,30.44,0,1
56.68,0.9,17,10,340,542,9,40,9,4,3,Multiplayer,1,15,Afternoon,29,0.02,3,5,3,Tablet,Bermuda,31,Male,72.97,Potion,9,9,0.7,2,28.12,0,1
51.01,1.41,14,14,103,718,3,27,7,1,2,Multiplayer,2,0,Evening,18,0.01,3,3,2,Tablet,Chad,34,Male,75.98,Boost,5,6,0.69,4,18.48,0,1
49.76,2.45,8,9,823,431,5,17,0,1,4,Multiplayer,3,15,Evening,2,0.03,3,1,0,PC,Uganda,24,Male,51.11,Armor,1,6,0.92,4,71.12,0,1
49.22,1.87,14,3,440,712,3,19,2,1,0,Singleplayer,4,2,Afternoon,11,0.06,4,3,2,Console,Costa Rica,59,Female,13.78,Armor,9,3,0.92,3,89.67,0,0
45.57,2.99,9,12,939,637,5,33,3,4,3,Singleplayer,1,18,Evening,4,0.03,4,3,1,Tablet,Panama,20,Male,23.5,Boost,1,8,0.8,18,12.79,0,1
32.54,1.5,19,14,405,215,0,15,9,4,4,Singleplayer,4,7,Evening,14,0.06,1,2,9,Smartphone,Guernsey,18,Female,70.31,Armor,0,5,0.83,10,72.05,0,1
37.52,2.59,10,7,918,475,3,14,2,3,0,Singleplayer,3,0,Afternoon,25,0.02,0,5,9,PC,Somalia,39,Male,13.26,Potion,8,2,0.58,7,25.54,0,0
38.53,2.36,10,8,611,519,9,25,7,2,1,Singleplayer,2,3,Evening,8,0.02,4,6,2,PC,Philippines,22,Male,17.8,Weapon,2,6,0.63,18,86.99,0,0
59.4,2.01,8,4,230,52,7,14,8,0,3,Singleplayer,1,19,Morning,5,0.06,2,9,2,Tablet,Denmark,41,Male,68.0,Armor,7,5,0.95,6,18.87,0,1
37.27,1.81,18,9,801,702,3,40,7,1,1,Multiplayer,4,19,Evening,18,0.01,0,6,6,PC,Russian Federation,37,Male,3.17,Potion,5,7,0.71,13,45.1,0,0
39.42,2.39,20,1,410,597,0,47,0,2,4,Multiplayer,4,5,Night,19,0.09,4,7,8,Smartphone,Norway,28,Female,75.24,Armor,9,9,0.78,19,63.96,0,1
47.86,1.84,20,14,611,526,1,2,9,4,1,Singleplayer,1,6,Evening,30,0.02,3,6,8,Tablet,Korea,46,Male,44.43,Potion,6,0,0.65,3,70.81,0,0
39.13,1.23,11,7,966,451,4,17,7,4,2,Multiplayer,1,6,Night,9,0.01,0,6,7,Console,Dominica,29,Male,32.14,Weapon,6,7,1.0,14,9.54,0,0
62.62,3.2,11,11,337,753,3,8,7,3,0,Multiplayer,3,16,Morning,20,0.08,1,7,1,Smartphone,Burkina Faso,37,Female,31.24,Weapon,1,5,0.92,18,41.64,0,0
39.28,2.23,9,2,691,507,1,17,6,0,2,Singleplayer,4,11,Morning,15,0.02,0,1,2,PC,Albania,31,Female,90.76,Armor,5,1,0.95,12,71.58,0,1
35.62,2.72,13,1,805,797,3,14,8,1,2,Singleplayer,2,17,Afternoon,17,0.09,3,0,6,PC,Svalbard & Jan Mayen Islands,27,Male,27.37,Boost,2,3,0.78,16,81.54,0,0
36.08,2.47,7,10,811,511,0,13,9,2,4,Singleplayer,2,6,Evening,10,0.03,4,4,8,PC,Myanmar,20,Female,18.24,Weapon,9,9,0.89,8,94.91,0,1
43.33,1.64,8,13,499,288,6,6,0,4,4,Multiplayer,1,10,Morning,2,0.0,0,7,9,Tablet,Palestinian Territory,19,Male,55.57,Potion,5,8,0.82,13,96.17,0,1
47.19,2.45,19,8,681,327,5,44,9,0,3,Singleplayer,4,3,Afternoon,28,0.05,1,8,2,Smartphone,Cape Verde,27,Female,87.03,Weapon,2,6,0.94,7,36.84,1,1
56.84,1.53,12,3,104,524,8,41,7,4,2,Singleplayer,4,4,Evening,1,0.01,0,5,6,PC,Albania,33,Female,81.02,Weapon,4,2,0.99,12,17.16,0,1
60.73,2.11,7,10,352,618,9,39,3,1,3,Multiplayer,1,1,Night,7,0.1,4,8,6,Console,Somalia,35,Male,73.95,Weapon,0,3,0.52,0,30.96,0,1
41.28,2.11,18,5,108,66,7,33,6,4,1,Multiplayer,3,7,Morning,30,0.02,0,0,2,Tablet,Saint Martin,20,Male,19.6,Armor,3,9,0.74,3,37.41,0,0
46.2,1.34,9,8,491,746,9,17,4,0,4,Multiplayer,0,12,Morning,14,0.08,1,1,8,Smartphone,French Polynesia,53,Female,30.55,Weapon,9,7,0.95,18,48.71,0,1
44.95,1.52,14,2,757,140,5,31,2,1,3,Multiplayer,3,18,Night,15,0.0,3,6,4,Console,Sierra Leone,28,Male,82.86,Armor,3,1,0.71,9,55.39,0,1
47.85,1.41,10,10,241,494,9,16,9,2,3,Multiplayer,1,4,Evening,12,0.1,2,3,6,Console,Cambodia,46,Female,53.8,Weapon,8,0,0.67,15,54.91,0,1
45.45,1.77,18,14,781,314,4,19,9,3,0,Multiplayer,4,5,Afternoon,19,0.01,3,3,5,Console,Tuvalu,53,Male,45.54,Armor,8,5,0.96,2,33.67,0,0
40.55,2.47,9,2,335,695,6,38,8,3,1,Multiplayer,3,1,Evening,22,0.09,4,5,9,Console,Guernsey,42,Female,48.07,Weapon,5,0,0.81,14,63.01,0,0
47.09,1.27,16,1,460,291,5,26,1,2,4,Singleplayer,0,13,Morning,30,0.06,1,2,2,Smartphone,Faroe Islands,38,Male,93.55,Boost,6,4,0.99,5,93.81,0,1
54.57,2.04,12,7,135,336,8,35,1,0,0,Multiplayer,4,11,Morning,21,0.0,2,2,4,Smartphone,Saint Helena,47,Male,78.7,Armor,5,6,0.64,4,38.37,1,1
30.31,2.34,10,2,880,263,3,48,9,3,0,Multiplayer,3,14,Afternoon,28,0.04,0,9,2,Console,Western Sahara,38,Female,5.33,Weapon,0,4,0.8,0,6.17,0,0
42.09,1.56,13,2,167,223,8,47,6,4,0,Singleplayer,0,6,Afternoon,21,0.04,1,3,6,Smartphone,Barbados,57,Female,49.38,Boost,7,7,0.62,10,46.2,0,0
48.62,1.93,17,3,593,445,5,11,0,0,4,Multiplayer,3,18,Morning,13,0.08,2,8,5,Smartphone,Tajikistan,32,Male,86.58,Armor,9,9,0.5,2,45.0,0,1
26.33,1.33,8,14,972,525,1,38,8,3,2,Singleplayer,0,2,Night,22,0.01,0,9,7,PC,India,43,Male,8.03,Armor,4,1,0.65,4,5.28,0,0
46.19,1.94,8,9,396,209,2,32,0,1,4,Singleplayer,4,5,Night,19,0.04,2,9,8,Console,Uganda,28,Male,12.92,Weapon,1,1,0.73,8,82.89,0,1
52.41,2.46,17,2,361,197,6,47,4,0,2,Singleplayer,3,2,Morning,30,0.09,3,7,1,Console,Northern Mariana Islands,21,Female,45.98,Weapon,7,7,0.54,16,58.9,0,0
43.66,3.24,20,7,230,100,5,18,0,2,4,Singleplayer,4,16,Night,22,0.08,3,4,2,PC,Iceland,45,Female,41.05,Weapon,3,4,0.69,3,13.87,1,1
48.71,2.03,16,13,109,53,1,5,7,4,1,Multiplayer,0,19,Morning,21,0.08,1,8,2,Smartphone,China,25,Female,45.56,Potion,7,0,0.89,3,32.02,1,0
37.07,1.82,10,10,314,53,0,2,9,3,4,Singleplayer,2,4,Morning,18,0.04,0,0,0,Console,Latvia,27,Female,89.73,Potion,6,3,0.73,12,92.54,0,1
45.69,1.83,13,13,881,198,4,45,7,2,0,Multiplayer,3,15,Afternoon,27,0.08,1,6,8,PC,United States of America,50,Female,44.15,Weapon,2,2,1.0,12,70.04,0,0
45.76,2.62,7,12,357,376,7,48,1,1,0,Singleplayer,4,4,Afternoon,5,0.07,4,8,1,Tablet,Sri Lanka,34,Female,59.51,Armor,2,9,0.99,11,13.43,0,1
58.6,2.15,13,12,885,202,3,3,0,0,0,Singleplayer,1,4,Evening,28,0.06,0,1,9,Tablet,Malawi,53,Male,83.91,Potion,5,1,0.88,13,21.36,1,1
44.62,1.16,7,12,720,277,5,14,9,0,4,Multiplayer,3,0,Evening,21,0.03,3,5,3,Smartphone,Mauritania,40,Female,25.28,Potion,4,7,0.76,13,69.2,0,1
50.82,1.25,18,13,186,349,1,48,2,0,0,Multiplayer,0,1,Evening,9,0.09,1,3,9,Console,Armenia,22,Male,28.0,Armor,6,5,0.76,16,28.08,0,0
56.98,2.4,8,8,290,52,0,44,0,0,1,Multiplayer,1,14,Evening,28,0.06,4,1,9,Smartphone,Peru,38,Female,46.71,Weapon,5,8,0.64,6,14.16,0,0
43.04,2.67,17,8,964,547,0,24,2,2,4,Multiplayer,0,13,Afternoon,10,0.03,2,1,9,Tablet,Ghana,22,Female,27.5,Armor,7,8,0.84,4,97.24,0,1
53.94,1.84,15,8,568,304,9,49,6,4,3,Singleplayer,3,9,Morning,9,0.07,0,7,7,PC,Peru,41,Male,93.16,Weapon,3,9,0.55,16,51.46,0,1
58.4,1.66,17,10,832,326,4,28,0,1,0,Multiplayer,2,13,Evening,4,0.08,1,0,7,Console,Papua New Guinea,53,Male,45.33,Weapon,1,5,0.94,18,50.98,0,0
57.25,1.63,19,10,654,736,4,15,1,2,1,Multiplayer,1,10,Afternoon,24,0.09,1,2,8,Console,Cote d'Ivoire,51,Female,32.3,Boost,6,4,0.7,8,35.21,0,0
50.62,2.08,13,14,364,220,0,23,1,4,1,Singleplayer,1,12,Morning,2,0.01,0,3,3,PC,Pitcairn Islands,34,Female,49.27,Armor,6,1,0.86,12,84.47,0,0
43.28,1.63,20,5,995,331,6,3,8,3,4,Singleplayer,1,18,Afternoon,29,0.01,4,7,5,Console,Thailand,37,Male,92.01,Boost,8,3,0.92,17,36.31,0,1
41.64,1.58,7,13,264,775,3,28,8,4,2,Singleplayer,3,16,Afternoon,18,0.06,1,4,5,Console,Bosnia and Herzegovina,43,Female,60.16,Weapon,1,5,0.85,12,92.76,0,1
